Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202200842;12/01/2022;;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA CONS PORTELA;10;RUA BARAO DE ITAMARACA;ESPINHEIRO;464;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
202200843;12/01/2022;;COM VÍTIMA;CANCELADA;ARRUDA;RUA DA REGENERACAO;;;ARRUDA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202200901;13/01/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1136;;AFOGADOS;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202200926;13/01/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;836;RUA PAULO DE ARRUDA;CAMPO GRANDE;94;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;
202200927;13/01/2022;;VÍTIMA FATAL;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;4581;RUA GENERAL JOAQUIM INACIO;PAISSANDU;69;CIDADE;COLISÃO TRASEIRA;0;1;0;0;0;0;1;0;0;0;1;Esquina;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
202200929;14/01/2022;;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;AREIAS;599;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa contínua;Canteiro central;
202200983;14/01/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;553;;AFOGADOS;;SUBURBIO;COLISÃO TRASEIRA;3;0;0;0;0;1;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
202200992;14/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4468;;BOA VIAGEM;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202201000;15/01/2022;;COM VÍTIMA;CANCELADA;SANTO AMARO;RUA SAO MATEUS;;RUA LEAL DE BARROS;SANTO AMARO;;;COLISÃO FRONTAL;0;1;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
202201016;15/01/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO CARDOSO AIRES;971;RUA CAMBOIM;BOA VIAGEM;;SUBURBIO;COLISÃO TRANSVERSAL;1;0;0;0;0;0;1;0;0;0;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;"Placas ""Pare""";30 km/h;Dupla;Faixa seccionada;;
202201020;15/01/2022;;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;BARRO;539;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Ilegível;Molhada;Mal conservada;Faixa de pedestre;Não há placas;;Dupla;Não existe;;
202201023;16/01/2022;;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;181;AV HILDEBRANDO DE VASCONCELOS;LINHA DO TIRO;447;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Não existe;;
202201042;16/01/2022;;COM VÍTIMA;FINALIZADA;PARNAMIRIM;AV PARNAMIRIM;373;RUA ANDRE CAVALCANTE;PARNAMIRIM;;CIDADE;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Única;Faixa seccionada;;
202201055;16/01/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;72;;VÁRZEA;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;40 km/h;Dupla;Faixa contínua;;
202201064;16/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;1415;RUA JORNAL VANGUARDA;BOA VIAGEM;240;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
202201071;16/01/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;153;;SANTO AMARO;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Faixa seccionada;;
202201075;16/01/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;72;AV CAXANGA;VÁRZEA;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;;Dupla;Faixa contínua;;
202201076;16/01/2022;;SEM VÍTIMA;FINALIZADA;BOMBA DO HEMETÉRIO;RUA SAO BENTO;340;;BOMBA DO HEMETÉRIO;;;COLISÃO FRONTAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201077;16/01/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;3546;RUA DA HARMONIA;CASA AMARELA;74;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
202201078;17/01/2022;;VÍTIMA FATAL;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;RUA JOAO IVO DA SILVA;PRADO;132;SUBURBIO;COLISÃO TRANSVERSAL;0;1;0;0;0;0;1;0;0;0;1;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
202201090;17/01/2022;;SEM VÍTIMA;FINALIZADA;ENGENHO DO MEIO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;ENGENHO DO MEIO;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201092;17/01/2022;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;AV DR JAYME DA FONTE;SANTO AMARO;49;;;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;
202201115;17/01/2022;;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA ESMERALDINO BANDEIRA;225;;GRAÇAS;;SUBURBIO;;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Única;Não existe;;
202201116;17/01/2022;;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;;RUA SILVEIRA NETO;IPSEP;;CIDADE;CHOQUE;0;0;0;0;0;0;1;0;0;0;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
202201122;17/01/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;981;TRV DO RAPOSO;SÃO JOSÉ;510;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
202201123;17/01/2022;;COM VÍTIMA;CANCELADA;CORDEIRO;RUA PROFESSOR JOAQUIM XAVIER DE BRITO;166;;CORDEIRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201132;17/01/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE MIGUEL ARRAES DE ALENCAR;;;SANTO AMARO;;SUBÚRBIO;COLISÃO TRASEIRA;0;1;0;1;0;1;1;0;0;1;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;;
202201133;17/01/2022;;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;;MADALENA;590;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Rotatória;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;;Faixa contínua;Faixa seccionada;
202201139;17/01/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ITALIA;;RUA ARQUITETO LUIZ NUNES;IMBIRIBEIRA;;;COLISÃO FRONTAL;0;0;1;0;0;1;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;Dupla;Não existe;;
202201142;18/01/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA IZABEL DE SOUZA;416;RUA PAMPULHA;IMBIRIBEIRA;450;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
202201158;18/01/2022;;SEM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;PRADO;;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;;Não existe;Perfeito estado;;Perfeito estado;;;;Única;Faixa seccionada;;
202201194;18/01/2022;;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE MIGUEL ARRAES DE ALENCAR;299;;ENCRUZILHADA;45;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;60 km/h;Dupla;Canteiro central;;
202201198;18/01/2022;;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA MOTOCOLOMBO;190;;AFOGADOS;;SUBURBIO;ATROPELAMENTO DE ANIMAL;0;1;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202201201;18/01/2022;;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;1897;;BARRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201202;18/01/2022;;COM VÍTIMA;CANCELADA;VÁRZEA;AV AFONSO OLINDENSE;;;VÁRZEA;;;COLISÃO FRONTAL;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201222;19/01/2022;;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;AV PROFESSOR MORAES REGO;CAXANGÁ;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
202201224;19/01/2022;;COM VÍTIMA;FINALIZADA;PAISSANDU;RUA FRANCISCO ALVES;326;RUA CAPITAO JOSE DA LUZ;PAISSANDU;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-34;;Dupla;Faixa contínua;;
202201237;19/01/2022;;COM VÍTIMA;CANCELADA;DOIS UNIDOS;RUA DIVISOPOLIS;25;;DOIS UNIDOS;;;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
202201243;19/01/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;RUA AMARO GOMES POROCA;119;;VÁRZEA;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;;Não existe;Não há placas;;Dupla;Não existe;;
202201252;19/01/2022;;COM VÍTIMA;FINALIZADA;GRAÇAS;RUA ALBERTO PAIVA;;RUA DOZE DE OUTUBRO;GRAÇAS;;;COLISÃO LATERAL;1;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Faixa seccionada;;
202201259;19/01/2022;;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;IMBIRIBEIRA;;;COLISÃO LATERAL;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;
202201261;19/01/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;;;VÁRZEA;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
202201278;19/01/2022;;COM VÍTIMA;CANCELADA;BAIRRO DO RECIFE;PTE BUARQUE DE MACEDO;;;BAIRRO DO RECIFE;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;1;0;;;;;;;;;;;;;
202201286;19/01/2022;;COM VÍTIMA;CANCELADA;CASA FORTE;EST DAS UBAIAS;670;;CASA FORTE;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201307;20/01/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;2330;;IPSEP;16;BOA VIAGEM;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;;;;
202201333;20/01/2022;;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA PRINCESA IZABEL;;RUA DA SAUDADE;BOA VISTA;168;CIDADE;CHOQUE;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202201343;20/01/2022;;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;PRC DA REPUBLICA;;;SANTO ANTÔNIO;;SUBURBIO;CHOQUE;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
202201347;20/01/2022;;COM VÍTIMA;CANCELADA;GRAÇAS;AV RUI BARBOSA;412;;GRAÇAS;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201349;20/01/2022;;COM VÍTIMA;FINALIZADA;TORRE;AV BEIRA RIO;;RUA CONDE DE IRAJA;TORRE;630;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa contínua;;
202201382;21/01/2022;;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;PAISSANDU;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201393;21/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;RUA BALTAZAR PASSOS;BOA VIAGEM;154;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";40 km/h;Única;Faixa contínua;Faixa seccionada;
202201396;21/01/2022;;SEM VÍTIMA;FINALIZADA;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);;;PINA;;SUBURBIO;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201412;21/01/2022;;COM VÍTIMA;CANCELADA;VASCO DA GAMA;RUA VASCO DA GAMA;27;;VASCO DA GAMA;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201437;22/01/2022;;COM VÍTIMA;CANCELADA;AFOGADOS;RUA SAO MIGUEL;;;AFOGADOS;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201455;22/01/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;222;;DERBY;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;;Faixa seccionada;;
202201456;22/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA FRANCISCO DA CUNHA;392;RUA PROFESSOR JOSE BRANDAO;BOA VIAGEM;;CIDADE;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Única;Não existe;;
202201457;22/01/2022;;SEM VÍTIMA;CANCELADA;COHAB;RUA TERRA BRANCA;258;RUA IBIRATINGA;COHAB;;;COLISÃO TRASEIRA;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202201461;22/01/2022;;COM VÍTIMA;CANCELADA;IPUTINGA;RUA BALTAZAR DA SILVA LISBOA;106;;IPUTINGA;;;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;
202201468;22/01/2022;;COM VÍTIMA;FINALIZADA;TORRE;RUA DOM MANOEL DA COSTA;64;RUA BELARMINO CARNEIRO;TORRE;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;;;Única;Faixa seccionada;;
202201475;23/01/2022;;COM VÍTIMA;FINALIZADA;TORRE;RUA TOMAZ GONZAGA;;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;TORRE;280;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Desligado;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
202201486;23/01/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;DERBY;68;OLINDA;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa contínua;;
202201496;23/01/2022;;COM VÍTIMA;FINALIZADA;PINA;PTE GOVERNADOR PAULO GUERRA;;;PINA;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202201504;23/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;1400;;BOA VIAGEM;;SUBURBIO;ENGAVETAMENTO;3;0;0;0;0;0;0;0;0;3;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa seccionada;Outros;
202201508;23/01/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA JERONIMO VILELA;477;RUA DR MACHADO;CAMPO GRANDE;565;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;2;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-28;;Dupla;Faixa seccionada;;
202201516;23/01/2022;;COM VÍTIMA;CANCELADA;ESPINHEIRO;RUA DO FUTURO;;RUA PADRE ROMA;ESPINHEIRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201520;23/01/2022;;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA PEDRO BERGAMO;109;;BOA VIAGEM;;;COLISÃO TRANSVERSAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201521;24/01/2022;;SEM VÍTIMA;CANCELADA;NOVA DESCOBERTA;RUA BUJARU;55;;NOVA DESCOBERTA;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202201530;24/01/2022;;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DE APIPUCOS;1230;RUA CAETES;APIPUCOS;248;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
202201536;24/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6274;;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa contínua;;
202201547;24/01/2022;;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA CONS PORTELA;665;RUA CARNEIRO VILELA;ESPINHEIRO;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6c;;Única;Faixa seccionada;;
202201550;24/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SETUBAL;;RUA DR VICENTE GOMES;BOA VIAGEM;60;CIDADE;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4b;;Única;Não existe;;
202201557;24/01/2022;;COM VÍTIMA;FINALIZADA;AFLITOS;RUA MANUEL DE CARVALHO;1328;;AFLITOS;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;;;;
202201570;24/01/2022;;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;PRC DO DERBY;DERBY;75;;;1;1;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;Dupla;Canteiro central;Canal;
202201571;24/01/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;RUA SAO NICOLAU;IPSEP;16;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201573;24/01/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;IMBIRIBEIRA;;SUBURBIO;COLISÃO LATERAL;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;
202201577;24/01/2022;;COM VÍTIMA;FINALIZADA;CASA FORTE;RUA AGRESTINA;201;RUA AMARAJI;CASA FORTE;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;"Placas ""Pare""";30 km/h;Dupla;Não existe;;
202201583;24/01/2022;;COM VÍTIMA;FINALIZADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;790;RUA NESTOR SILVA;CASA FORTE;585;CIDADE;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
202201587;25/01/2022;;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;2332;RUA DR ANTONIO DA ROSA BORGES;NOVA DESCOBERTA;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;;Dupla;Não existe;;
202201597;25/01/2022;;COM VÍTIMA;CANCELADA;CAXANGÁ;AV JOAQUIM RIBEIRO;;;CAXANGÁ;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201611;25/01/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;391;;CASA AMARELA;;CIDADE;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;30 km/h;;Não existe;;
202201615;25/01/2022;;COM VÍTIMA;FINALIZADA;ROSARINHO;RUA DR JOSE MARIA;911;;ROSARINHO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201618;25/01/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;5090;;BOA VIAGEM;483;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa contínua;;
202201621;25/01/2022;;COM VÍTIMA;CANCELADA;CORDEIRO;RUA GOMES TABORDA;;AV GENERAL SAN MARTIN;CORDEIRO;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202201622;25/01/2022;;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA GASTAO VIDIGAL;26;;VÁRZEA;281;CIDADE;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa seccionada;;
